"","journal","oldtier","ERS","repec_impact","repec_h","sjr","sh","tr_impact","tr_ef","econ_flag","pc_score","PC_tier","nonecon_tier","econ_tier"
"22296","sam 2013  proceedings of the 2nd international workshop on sociallyaware multimedia, colocated with acm multimedia 2013",NA,0,NA,NA,0.133,3,NA,NA,NA,-2.12492013920492,NA,"Tier III","Tier III"
"22297","babesch",NA,0,NA,NA,0.133,3,NA,NA,NA,-2.12492013920492,NA,"Tier III","Tier III"
"22298","journal of clinical and analytical medicine",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.98407911853029,NA,"Tier III","Tier III"
"22299","schweizer archiv für neurologie und psychiatrie",NA,0,NA,NA,0.133,10,NA,NA,NA,-1.99807592436172,NA,"Tier III","Tier III"
"22300","obshchaya reanimatologiya",NA,0,NA,NA,0.133,2,NA,NA,NA,-2.26606852649078,NA,"Tier III","Tier III"
"22301","international journal of power electronics",NA,0,NA,NA,0.133,8,NA,NA,NA,-2.01566190213702,NA,"Tier III","Tier III"
"22302","journal of radiotherapy in practice",NA,0,NA,NA,0.133,10,NA,NA,NA,-1.99807592436172,NA,"Tier III","Tier III"
"22303","chiang mai university journal of natural sciences",NA,0,NA,NA,0.133,6,NA,NA,NA,-1.7048988332941,NA,"Tier III","Tier III"
"22304","minnesota medicine",NA,0,NA,NA,0.133,18,NA,NA,NA,-1.71557960318691,NA,"Tier III","Tier III"
"22305","8th annual ieee international systems conference, syscon 2014  proceedings",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.67212050142627,NA,"Tier III","Tier III"
"22306","psychodynamic practice",NA,0,NA,NA,0.133,11,NA,NA,NA,-1.98961810638322,NA,"Tier III","Tier III"
"22307","kardiologiya",NA,0,NA,NA,0.133,10,0.189,0.00021,NA,-0.175038755232705,NA,"Tier III","Tier III"
"22308","international conference on research and innovation in information systems, icriis",NA,0,NA,NA,0.133,4,NA,NA,NA,-2.1287208414463,NA,"Tier III","Tier III"
"22309","canadian journal of african studies",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.98407911853029,NA,"Tier III","Tier III"
"22310","statistics in transition",NA,0,NA,NA,0.133,1,NA,NA,NA,-2.57495361607442,NA,"Tier III","Tier III"
"22311","2013 ieee jordan conference on applied electrical engineering and computing technologies, aeect 2013",NA,0,NA,NA,0.133,6,NA,NA,NA,-1.6715537947526,NA,"Tier III","Tier III"
"22312","huaxue fanying gongcheng yu gongyi/chemical reaction engineering and technology",NA,0,NA,NA,0.133,8,NA,NA,NA,-2.01566190213702,NA,"Tier III","Tier III"
"22313","nanopages",NA,0,NA,NA,0.133,2,NA,NA,NA,-2.26606852649078,NA,"Tier III","Tier III"
"22314","studia theologica  nordic journal of theology",NA,0,NA,NA,0.133,3,NA,NA,NA,-2.12492013920492,NA,"Tier III","Tier III"
"22315","progress in informatics",NA,0,NA,NA,0.133,9,NA,NA,NA,-2.01379954416478,NA,"Tier III","Tier III"
"22316","zhonghua shiyan yanke zazhi/chinese journal of experimental ophthalmology",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.98407911853029,NA,"Tier III","Tier III"
"22317","sovremennye tehnologii v medicine",NA,0,NA,NA,0.133,6,NA,NA,NA,-2.01077057350088,NA,"Tier III","Tier III"
"22318","turk toraks dergisi",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.98407911853029,NA,"Tier III","Tier III"
"22319","performance of explosives and new developments: workshop hosted by fragblast 10  the 10th international symposium on rock fragmentation by blasting",NA,0,NA,NA,0.133,2,NA,NA,NA,-1.93511714566776,NA,"Tier III","Tier III"
"22320","topics in experimental dynamic substructuring  proceedings of the 31st imac, a conference on structural dynamics, 2013",NA,0,NA,NA,0.133,3,NA,NA,NA,-2.12492013920492,NA,"Tier III","Tier III"
"22321","ieee ssci 2014  2014 ieee symposium series on computational intelligence  cibd 2014: 2014 ieee symposium on computational intelligence in big data, proceedings",NA,0,NA,NA,0.133,2,NA,NA,NA,-2.26606852649078,NA,"Tier III","Tier III"
"22322","rsc drug discovery series",NA,0,NA,NA,0.133,3,NA,NA,NA,-1.79606029617199,NA,"Tier III","Tier III"
"22323","finisterra",NA,0,NA,NA,0.133,6,NA,NA,NA,-2.01077057350088,NA,"Tier III","Tier III"
"22324","2013 ieee 2nd international conference on image information processing, ieee iciip 2013",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.98407911853029,NA,"Tier III","Tier III"
"22325","journal of information and organizational sciences",NA,0,NA,NA,0.133,7,NA,NA,NA,-2.14619223227971,NA,"Tier III","Tier III"
"22326","international journal of machine consciousness",NA,0,NA,NA,0.133,11,NA,NA,NA,-1.98961810638322,NA,"Tier III","Tier III"
"22327","revista de estudios politicos",NA,0,NA,NA,0.133,4,0.253,0.00014,NA,-0.437415992648601,NA,"Tier III","Tier III"
"22328","rivista di estetica",NA,0,NA,NA,0.133,1,NA,NA,NA,-2.57495361607442,NA,"Tier III","Tier III"
"22329","ams 2014  2014 1st australian microwave symposium, conference proceedings",NA,0,NA,NA,0.133,2,NA,NA,NA,-2.26606852649078,NA,"Tier III","Tier III"
"22330","2013 3rd joint conference of ai and robotics and 5th robocup iran open international symposium: learning, glorious future, rios 2013",NA,0,NA,NA,0.133,4,NA,NA,NA,-2.1287208414463,NA,"Tier III","Tier III"
"22331","journal asiatique",NA,0,NA,NA,0.133,7,NA,NA,NA,-1.81860519700637,NA,"Tier III","Tier III"
"22332","american indian culture and research journal",NA,0,NA,NA,0.133,11,NA,NA,NA,-1.98961810638322,NA,"Tier III","Tier III"
"22333","batalleria",NA,0,NA,NA,0.133,7,NA,NA,NA,-2.14619223227971,NA,"Tier III","Tier III"
"22334","journal of the history of collections",NA,0,NA,NA,0.133,9,NA,NA,NA,-2.01379954416478,NA,"Tier III","Tier III"
"22335","2013 world congress on sustainable technologies, wcst 2013",NA,0,NA,NA,0.133,2,NA,NA,NA,-2.26606852649078,NA,"Tier III","Tier III"
"22336","papers of the bibliographical society of america",NA,0,NA,NA,0.133,4,NA,NA,NA,-2.1287208414463,NA,"Tier III","Tier III"
"22337","winterthur portfolio",NA,0,NA,NA,0.133,7,NA,NA,NA,-2.14619223227971,NA,"Tier III","Tier III"
"22338","proceedings of 2013 10th international bhurban conference on applied sciences and technology, ibcast 2013",NA,0,NA,NA,0.133,4,NA,NA,NA,-2.1287208414463,NA,"Tier III","Tier III"
"22339","interventional cardiology (london)",NA,0,NA,NA,0.133,3,NA,NA,NA,-2.12492013920492,NA,"Tier III","Tier III"
"22340","journal of the canadian society of forensic science",NA,0,NA,NA,0.133,13,NA,NA,NA,-1.91480453468515,NA,"Tier III","Tier III"
"22341","rivista di storia del christianesino",NA,0,NA,NA,0.133,2,NA,NA,NA,-1.87955484794078,NA,"Tier III","Tier III"
"22342","recent patents on regenerative medicine",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.66763811797932,NA,"Tier III","Tier III"
"22343","revue du rhumatisme (edition francaise)",NA,0,NA,NA,0.133,12,NA,NA,NA,-1.93152893907952,NA,"Tier III","Tier III"
"22344","shakespeare",NA,0,NA,NA,0.133,6,NA,NA,NA,-2.01077057350088,NA,"Tier III","Tier III"
"22345","communication and medicine",NA,0,NA,NA,0.133,16,NA,NA,NA,-1.77272241257893,NA,"Tier III","Tier III"
"22346","annual srii global conference, srii",NA,0,NA,NA,0.133,8,NA,NA,NA,-2.01566190213702,NA,"Tier III","Tier III"
"22347","light and engineering",NA,0,NA,NA,0.133,5,0.118,3e-05,NA,-1.46932968592933,NA,"Tier III","Tier III"
"22348","policy brief (ucla center for health policy research)",NA,0,NA,NA,0.133,8,NA,NA,NA,-2.01566190213702,NA,"Tier III","Tier III"
"22349","akusherstvo i ginekologiya",NA,0,NA,NA,0.133,7,NA,NA,NA,-2.14619223227971,NA,"Tier III","Tier III"
"22350","14th international symposium on communications and information technologies, iscit 2014",NA,0,NA,NA,0.133,4,NA,NA,NA,-2.1287208414463,NA,"Tier III","Tier III"
"22351","community, environment and disaster risk management",NA,0,NA,NA,0.133,5,NA,NA,NA,-1.98407911853029,NA,"Tier III","Tier III"
"22352","electrical engineering in japan (english translation of denki gakkai ronbunshi)",NA,0,NA,NA,0.132,21,NA,NA,NA,-1.55089545098249,NA,"Tier III","Tier III"
"22353","bulletin de la societe royale des sciences de liege",NA,0,NA,NA,0.132,10,NA,NA,NA,-1.65849819220936,NA,"Tier III","Tier III"
"22354","2014 10th international computer engineering conference: today information society what's next?, icenco 2014",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22355","japanese railway engineering",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22356","guocheng gongcheng xuebao/the chinese journal of process engineering",NA,0,NA,NA,0.132,13,NA,NA,NA,-1.91975512992972,NA,"Tier III","Tier III"
"22357","zhonghua wai ke za zhi [chinese journal of surgery]",NA,0,NA,NA,0.132,14,NA,NA,NA,-1.83819227272964,NA,"Tier III","Tier III"
"22358","biosignals 2013  proceedings of the international conference on bioinspired systems and signal processing",NA,0,NA,NA,0.132,6,NA,NA,NA,-2.0137987323719,NA,"Tier III","Tier III"
"22359","acta vulnologica",NA,0,NA,NA,0.132,2,NA,NA,NA,-1.56079103225475,NA,"Tier III","Tier III"
"22360","erd 2014  proceedings of the 1st acm international workshop on entity recognition and disambiguation, colocated with sigir 2014",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22361","space communications",NA,0,NA,NA,0.132,11,NA,NA,NA,-2.01777603907298,NA,"Tier III","Tier III"
"22362","housing, care and support",NA,0,NA,NA,0.132,6,NA,NA,NA,-1.63831543451755,NA,"Tier III","Tier III"
"22363","scandinavian journal of history",NA,0,NA,NA,0.132,12,NA,NA,NA,-1.9654985827062,NA,"Tier III","Tier III"
"22364","journal of green engineering",NA,0,NA,NA,0.132,5,NA,NA,NA,-1.6720034888998,NA,"Tier III","Tier III"
"22365","international journal of virology",NA,0,NA,NA,0.132,8,NA,NA,NA,-2.01812012913001,NA,"Tier III","Tier III"
"22366","diabetes primary care",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22367","journal of analysis and applications",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22368","colloquium in information science and technology, cist",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22369","canadian acoustics  acoustique canadienne",NA,0,NA,NA,0.132,16,NA,NA,NA,-1.77431016288428,NA,"Tier III","Tier III"
"22370","prikladnaya biokhimiya i mikrobiologiya",NA,0,NA,NA,0.132,17,NA,NA,NA,-1.71817465073898,NA,"Tier III","Tier III"
"22371","2014 14th uk workshop on computational intelligence, ukci 2014  proceedings",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22372","society of petroleum engineers  spe/iadc managed pressure drilling and underbalanced operations conference and exhibition 2013",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22373","tempo",NA,0,NA,NA,0.132,6,NA,NA,NA,-2.0137987323719,NA,"Tier III","Tier III"
"22374","jpras open",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22375","india international conference on power electronics, iicpe",NA,0,NA,NA,0.132,7,NA,NA,NA,-2.1516557830507,NA,"Tier III","Tier III"
"22376","landslide science and practice: early warning, instrumentation and monitoring",NA,0,NA,NA,0.132,5,NA,NA,NA,-1.98987197931486,NA,"Tier III","Tier III"
"22377","acm imcom 2015  proceedings",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22378","2013 international conference on informatics, electronics and vision, iciev 2013",NA,0,NA,NA,0.132,8,NA,NA,NA,-2.01812012913001,NA,"Tier III","Tier III"
"22379","fourier transform spectroscopy, fts 2015",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22380","muslim world journal of human rights",NA,0,NA,NA,0.132,8,NA,NA,NA,-2.01812012913001,NA,"Tier III","Tier III"
"22381","proceedings of the 24th australasian conference on information systems",NA,0,NA,NA,0.132,4,NA,NA,NA,-1.80558632570315,NA,"Tier III","Tier III"
"22382","western criminology review",NA,0,NA,NA,0.132,16,NA,NA,NA,-1.77431016288428,NA,"Tier III","Tier III"
"22383","aaai fall symposium  technical report",NA,0,NA,NA,0.132,19,NA,NA,NA,-1.65156609654502,NA,"Tier III","Tier III"
"22384","proceedings of the eccomas thematic conference on multibody dynamics 2013",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22385","journal of applied security research",NA,0,NA,NA,0.132,6,NA,NA,NA,-2.0137987323719,NA,"Tier III","Tier III"
"22386","investigacion operacional",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22387","advances in gender research",NA,0,NA,NA,0.132,7,NA,NA,NA,-1.76790710132151,NA,"Tier III","Tier III"
"22388","egyptian journal of histology",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22389","revista espanola de ciencia politica",NA,0,NA,NA,0.132,2,NA,NA,NA,-1.93564985331025,NA,"Tier III","Tier III"
"22390","international journal of organizational diversity",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22391","ismar 2014  ieee international symposium on mixed and augmented reality  media, arts, social science, humanities and design 2014, proceedings",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22392","indian journal of agricultural research",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22393","journal of isfahan medical school",NA,0,NA,NA,0.132,6,NA,NA,NA,-2.0137987323719,NA,"Tier III","Tier III"
"22394","l1educational studies in language and literature",NA,0,NA,NA,0.132,11,NA,NA,NA,-2.01777603907298,NA,"Tier III","Tier III"
"22395","springer series in geomechanics and geoengineering",NA,0,NA,NA,0.132,3,NA,NA,NA,-1.74279456813057,NA,"Tier III","Tier III"
"22396","psychopharmakotherapie",NA,0,NA,NA,0.132,11,NA,NA,NA,-2.01777603907298,NA,"Tier III","Tier III"
"22397","minerva biotecnologica",NA,0,NA,NA,0.132,14,0.25,7e-05,NA,-0.4897704627935,NA,"Tier III","Tier III"
"22398","proceedings of the 2014 ieee 21st symposium on communications and vehicular technology in the benelux, ieee scvt 2014",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22399","fields institute monographs",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22400","2014 international conference on computer, information and telecommunication systems, cits 2014",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22401","proceedings  2014 international conference on emerging technologies, icet 2014",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22402","ieee isi 2013  2013 ieee international conference on intelligence and security informatics: big data, emergent threats, and decisionmaking in security informatics",NA,0,NA,NA,0.132,7,NA,NA,NA,-2.1516557830507,NA,"Tier III","Tier III"
"22403","2014 international workshop on computational electronics, iwce 2014",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22404","invertebrate zoology",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22405","dress",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22406","inista 2014  ieee international symposium on innovations in intelligent systems and applications, proceedings",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22407","ieee ssci 2014: 2014 ieee symposium series on computational intelligence  cidue 2014: 2014 ieee symposium on computational intelligence in dynamic and uncertain environments, proceedings",NA,0,NA,NA,0.132,3,NA,NA,NA,-1.80165983338402,NA,"Tier III","Tier III"
"22408","douleurs",NA,0,NA,NA,0.132,7,NA,NA,NA,-1.76790710132151,NA,"Tier III","Tier III"
"22409","ieee international conference on multisensor fusion and integration for intelligent systems",NA,0,NA,NA,0.132,23,NA,NA,NA,-1.21097387184289,NA,"Tier III","Tier III"
"22410","african journal of biotechnology",NA,0,NA,NA,0.132,62,NA,NA,NA,1.69586968615562,NA,"Tier II","Tier II"
"22411","international journal of rural management",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22412","anales de geografia de la universidad complutense",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22413","britannia (society for the promotion of roman studies)",NA,0,NA,NA,0.132,6,NA,NA,NA,-2.0137987323719,NA,"Tier III","Tier III"
"22414","proceedings  2015 international conference on communication, information and computing technology, iccict 2015",NA,0,NA,NA,0.132,6,NA,NA,NA,-2.0137987323719,NA,"Tier III","Tier III"
"22415","proceedings  2nd sbr brazilian robotics symposium, 11th lars latin american robotics symposium and 6th robocontrol workshop on applied robotics and automation, sbr lars robocontrol 2014  part of the joint conference on robotics and intelligent systems, jcris 2014",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22416","journal of medical sciences (peshawar)",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22417","ipsj transactions on computer vision and applications",NA,0,NA,NA,0.132,11,NA,NA,NA,-2.01777603907298,NA,"Tier III","Tier III"
"22418","ricerca e pratica",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22419","synthesis lectures on image, video, and multimedia processing",NA,0,NA,NA,0.132,5,NA,NA,NA,-1.98987197931486,NA,"Tier III","Tier III"
"22420","pennsylvania nurse",NA,0,NA,NA,0.132,5,NA,NA,NA,-1.98987197931486,NA,"Tier III","Tier III"
"22421","journal of ict research and applications",NA,0,NA,NA,0.132,4,NA,NA,NA,-1.80558632570315,NA,"Tier III","Tier III"
"22422","progress in rubber plastics recycling technology",NA,0,NA,NA,0.132,12,NA,NA,NA,-1.9654985827062,NA,"Tier III","Tier III"
"22423","journal of louisiana state medical society : official organ of louisiana state medical society",NA,0,NA,NA,0.132,19,NA,NA,NA,-1.65156609654502,NA,"Tier III","Tier III"
"22424","keel ja kirjandus",NA,0,NA,NA,0.132,4,NA,NA,NA,-2.13779630238745,NA,"Tier III","Tier III"
"22425","world journal of medical sciences",NA,0,NA,NA,0.132,7,NA,NA,NA,-1.7569230929923,NA,"Tier III","Tier III"
"22426","international journal of public theology",NA,0,NA,NA,0.132,2,NA,NA,NA,-1.93564985331025,NA,"Tier III","Tier III"
"22427","indian journal of leprosy",NA,0,NA,NA,0.132,17,NA,NA,NA,-1.71817465073898,NA,"Tier III","Tier III"
"22428","proceedings of 2014 international conference on contemporary computing and informatics, ic3i 2014",NA,0,NA,NA,0.132,5,NA,NA,NA,-1.98987197931486,NA,"Tier III","Tier III"
"22429","fendt 2014  proceedings, 2014 ieee far east forum on nondestructive evaluation/testing: new technology and application, increasingly perfect ndt/e",NA,0,NA,NA,0.132,2,NA,NA,NA,-2.26881830415054,NA,"Tier III","Tier III"
"22430","international journal of geotechnical earthquake engineering",NA,0,NA,NA,0.132,3,NA,NA,NA,-1.74279456813057,NA,"Tier III","Tier III"
"22431","hehuaxue yu fangshe huaxue/journal of nuclear and radiochemistry",NA,0,NA,NA,0.132,7,NA,NA,NA,-2.1516557830507,NA,"Tier III","Tier III"
"22432","research in urbanism series",NA,0,NA,NA,0.132,3,NA,NA,NA,-2.13193334566096,NA,"Tier III","Tier III"
"22433","hobbes studies",NA,0,NA,NA,0.132,4,NA,NA,NA,-1.80558632570315,NA,"Tier III","Tier III"
"22434","proceedings  uksimamss 7th european modelling symposium on computer modelling and simulation, ems 2013",NA,0,NA,NA,0.132,6,NA,NA,NA,-2.0137987323719,NA,"Tier III","Tier III"
